Transaction_ID,Customer_ID,Store_ID,Product_Category,Transaction_Date,Amount,Promotion_Applied
T0960,C050,S16,Groceries,2023-07-09,126.98,No
T0961,C181,S17,Home & Living,2024-02-28,256.83,Yes
T0962,C069,S02,Groceries,2023-04-22,155.91,No
T0963,C165,S12,Groceries,2023-03-06,378.48,Yes
T0964,C189,S10,Apparel,2024-03-14,64.44,No
T0965,C149,S18,Apparel,2023-03-30,467.94,No
T0966,C169,S01,Apparel,2024-02-03,175.41,Yes
T0967,C063,S18,Apparel,2024-05-17,675.28,No
T0968,C016,S07,Home & Living,2024-01-28,753.53,Yes
T0969,C034,S01,Home & Living,2023-03-23,387.28,No
T0970,C169,S11,Apparel,2024-03-03,555.89,No
T0971,C030,S01,Apparel,2023-08-15,643.78,Yes
T0972,C132,S19,Apparel,2023-07-06,614.71,Yes
T0973,C025,S11,Groceries,2023-08-17,417.92,No
T0974,C189,S04,Apparel,2023-07-07,401.91,No
T0975,C023,S09,Apparel,2023-05-12,776.78,No
T0976,C177,S13,Apparel,2023-07-06,130.15,No
T0977,C187,S17,Home & Living,2023-08-08,148.94,No
T0978,C182,S04,Apparel,2024-10-04,162.61,No
T0979,C018,S11,Electronics,2024-02-10,491.0,No
T0980,C096,S16,Apparel,2023-09-04,465.58,Yes
T0981,C039,S08,Groceries,2023-07-25,217.18,No
T0982,C101,S18,Groceries,2023-03-17,454.29,No
T0983,C154,S07,Home & Living,2023-09-12,283.37,No
T0984,C055,S14,Electronics,2023-05-07,191.99,Yes
T0985,C128,S05,Apparel,2024-08-18,214.74,Yes
T0986,C009,S18,Apparel,2024-06-08,506.31,No
T0987,C042,S08,Apparel,2023-10-03,313.69,Yes
T0988,C105,S08,Home & Living,2024-04-25,452.38,Yes
T0989,C016,S14,Groceries,2023-02-27,204.93,No
T0990,C129,S20,Apparel,2023-10-06,247.34,Yes
T0991,C160,S06,Apparel,2024-04-18,632.93,No
T0992,C035,S07,Groceries,2023-08-17,383.71,No
T0993,C027,S11,Apparel,2023-09-29,499.9,No
T0994,C066,S02,Electronics,2024-05-25,485.59,No
T0995,C038,S19,Home & Living,2024-08-30,313.13,No
T0996,C182,S12,Electronics,2023-12-04,153.15,Yes
T0997,C046,S05,Groceries,2024-10-22,55.45,No
T0998,C030,S18,Groceries,2024-04-11,499.8,No
T0999,C047,S15,Home & Living,2023-12-30,411.0,Yes
T1000,C069,S04,Apparel,2024-02-21,685.33,No
